item_id,frame_id,gt_index,mask_iou,normalized_mssd,mspd_px
s000010-i000010-p000015,s000010-i000010,34,0.7708284163323106,0.017137011402826408,1.6443369653466873
s000010-i000010-p000008,s000010-i000010,32,0.7707707707707707,0.07256885231136563,5.139298104797387
s000010-i000010-p000036,s000010-i000010,35,0.7638495754144763,0.044386857622481374,4.252438656703893
s000010-i000010-p000009,s000010-i000010,0,0.7484208626601696,0.0738351514725792,3.0490910967350833
s000010-i000010-p000010,s000010-i000010,1,0.747049247049247,0.06403769542118715,4.165957399794387
s000010-i000010-p000021,s000010-i000010,31,0.7409979423868313,0.05549210825098324,3.5292788981188434
s000010-i000010-p000013,s000010-i000010,5,0.7359550561797753,0.03805026674120818,3.306737188585403
s000010-i000010-p000029,s000010-i000010,4,0.7252327524468847,0.08382589813128222,7.227034280634037
s000010-i000010-p000018,s000010-i000010,2,0.7182025894897182,0.09363894060088378,5.88812211052929
s000010-i000010-p000017,s000010-i000010,18,0.7165775401069518,0.02178494265126247,2.1771261866964493
s000010-i000010-p000005,s000010-i000010,9,0.7090012330456227,0.06002783549692502,3.2552951133172083
s000010-i000010-p000011,s000010-i000010,17,0.7075298438934803,0.07413797131371422,5.360901742356648
s000010-i000010-p000001,s000010-i000010,10,0.706229992612657,0.055705433774750276,2.7909978325663523
s000010-i000010-p000019,s000010-i000010,8,0.7036759189797449,0.06995216859286349,4.8738324556173716
s000010-i000010-p000006,s000010-i000010,11,0.6950411031556616,0.05633294995262335,4.061288887487182
s000010-i000010-p000007,s000010-i000010,23,0.6922914466737065,0.07927663498734203,5.303948661162444
s000010-i000010-p000031,s000010-i000010,20,0.669799008091882,0.04624444421112531,2.508744591086532
s000010-i000010-p000025,s000010-i000010,15,0.6405540960114641,0.1146091257808755,9.874401530834367
